15,関東,新小岩店,東京都葛飾区新小岩1-50-13横ビル1F,"35.715531,139.860077",営業時間／11:00〜24:00定休日／無休TEL／03-3656-2224,2007-09-10 23:48:22,2007-08-17 02:29:52
16,関東,練馬店,東京都練馬区豊玉北5-18-6,"35.736834,139.654048",上武ビル1F営業時間／11:00〜23:00定休日／無休TEL／03-3993-0099,2007-09-10 23:48:22,2007-08-17 02:29:52
17,関東,大井町店,東京都品川区大井1-25-3,"35.605653,139.732183",堀井ビル1F営業時間／11:00〜23:00定休日／無休TEL／03-3777-9693,2007-09-10 23:48:22,2007-08-17 02:29:52
18,関東,五反田東口駅前店,東京都品川区東五反田1-14-9,"35.625957,139.725415",営業時間／11:00〜23:00定休日／無休TEL／03-5420-3990,2007-09-10 23:48:22,2007-08-17 02:29:52
19,関東,神田神保町店,東京都千代田区神田神保町一丁目42-3,"35.697683,139.757522",ダイナシティ千代田神保町1F営業時間／平日・休前日11:00〜23:00土曜・日曜・祝日11:00〜22:30定休日／無休TEL／03-3296-0055,2007-09-10 23:48:22,2007-08-17 02:29:52
20,関東,飯田橋店,東京都千代田区飯田橋1-9-6,"35.699769,139.748159",朝日飯田橋マンション営業時間／平日11:00〜23:30土曜11:00〜17:00定休日／日曜・祝日TEL／03-3239-6607,2007-09-10 23:48:22,2007-08-17 02:29:52
21,関東,東上野店,東京都台東区東上野1丁目18番4号次幸ビル1階,"35.708678,139.777236",営業時間／平日11:00〜23:00土曜11:00〜15:00定休日／日曜・祝日TEL／03-3831-1899,2007-09-10 23:48:22,2007-08-17 02:29:52
22,関東,外神田店,東京都千代田区外神田2-10-8,"35.701462,139.769082",富士ビル1F営業時間／11:00〜23:00定休日／日曜・祝日TEL／03-6908-7758,2007-09-10 23:48:22,2007-08-17 02:29:52
23,関東,京橋店（直営店）,東京都中央区京橋2-6-13,"35.676344,139.771249",イーストビル1F営業時間／平日11:00〜23:00土曜11:00〜14:00定休日／日曜・祝日TEL／03-3563-8822,2007-09-10 23:48:22,2007-08-17 02:29:52
25,関東,西新宿7丁目店,東京都新宿区西新宿7-10-12,"35.694241,139.698363",KKDビル営業時間／平日・土曜・祝日11:30〜23:00休前日11:30〜24:00※平日、休前日15:00〜17:00は休業定休日／日曜TEL／03-3371-6850,2007-09-10 23:48:22,2007-08-17 02:29:52
26,関東,八丁堀八重洲通店,東京都中央区八丁堀2丁目13番2号,"35.677191,139.77629",ドミノビル1F営業時間／平日11:00〜23:00土曜日11:00〜14:00定休日／日曜・祝日TEL／03-3537-0053,2007-09-10 23:48:22,2007-08-17 02:29:52
28,関東,曙橋店,東京都新宿区住吉町1-17,"35.692248,139.722866",営業時間／11:00〜23:00定休日／無休TEL／03-3341-0822,2007-09-10 23:48:22,2007-08-17 02:29:52
29,関東,新大久保駅前店,東京都新宿区百人町1-6-15,"35.701264,139.701228",NKビル地下1階営業時間／11:00〜23:00TEL／03-3207-3330,2007-09-10 23:48:22,2007-08-17 02:29:52
31,関東,秋葉原店,東京都千代田区神田和泉町1-3-17,"35.700105,139.77636",営業時間／11:00〜23:00定休日／日曜・祝日TEL／03-5835-0209,2007-09-10 23:48:22,2007-08-17 02:29:52
32,関東,前橋下小出店,群馬県前橋市下小出町2-44-3,"36.414307,139.065356",営業時間／11:00〜23:00※平日15:00〜17:00は休業定休日／火曜TEL／027-231-0414,2007-09-10 23:48:22,2007-08-17 02:29:52
33,関東,四谷三丁目店,東京都新宿区四谷三丁目9-18,"35.68758,139.720109",,2007-09-10 23:48:22,2007-08-17 02:29:52
34,関東,神谷町店,東京都港区虎ノ門3-17-9,"35.663759,139.746187",営業時間／11:30〜23:00※平日15:00〜17:00は休業定休日／日曜TEL／03-3433-4833,2007-09-10 23:48:22,2007-08-17 02:29:52
35,関東,五反田駅西口さくら通り店,東京都品川区西五反田2-18-3,"35.626502,139.721347",営業時間／11:00〜23:00定休日／日曜日・祝日TEL／03-3493-1125,2007-09-10 23:48:22,2007-08-17 02:29:52
36,関東,銀座三丁目店,東京都中央区銀座3-9-18東銀座ビル1F,"35.671731,139.767823",営業時間／平日・土曜11:00〜23:30日曜・祝日11:00〜14:00定休日／無休TEL／03-3542-2127,2007-09-10 23:48:22,2007-08-17 02:29:52
37,関東,浅草寿店,東京都台東区寿1-6-7,"35.707138,139.79063",エーハイツ伸光ビル1F営業時間／11:00〜23:00※15:00〜17:00は休業定休日／日曜TEL／03-6666-1511,2007-09-10 23:48:22,2007-08-17 02:29:52
38,関東,五反田西口店,東京都品川区西五反田1-24-4,"35.623752,139.722214",営業時間／11:00〜23:00定休日／無休TEL／03-5434-2750,2007-09-10 23:48:22,2007-08-17 02:29:52
39,関東,神田東口店,東京都千代田区鍛冶町2-8-4宮澤ビル1F,"35.692601,139.77238",営業時間／11:00〜23:00定休日／日曜TEL／03-5297-7296,2007-09-10 23:48:22,2007-08-17 02:29:52
40,関東,西新宿成子坂下店,東京都新宿区西新宿6-26-8,"35.695414,139.68836",小西ビル1F営業時間／11:00〜23:00定休日／無休TEL／03-5381-7581,2007-09-10 23:48:22,2007-08-17 02:29:52
41,関東,東十条店,東京都北区東十条3-16-6,"35.765389,139.727318",営業時間／11:00〜23:30定休日／無休TEL／03-3914-6882,2007-09-10 23:48:22,2007-08-17 02:29:52
42,関東,成増店,東京都板橋区成増2-15-10,"35.77753,139.63195",営業時間／11:00〜25:30定休日／無休TEL／03-5968-4090,2007-09-10 23:48:22,2007-08-17 02:29:52
43,関東,上野3丁目店,東京都台東区上野3-20-7,"35.705908,139.774009",営業時間／平日11:00〜24:00土曜・日曜・祝日11:00〜23:00定休日／無休TEL／03-3833-9777,2007-09-10 23:48:22,2007-08-17 02:29:52
44,関東,東新宿店,東京都新宿区大久保2-1-11モナーク大久保1F,"35.701879,139.70839",営業時間／平日・土曜11:00〜23:00休前日11:00〜24:00祝日11:00〜23:00※平日・休前日16:00-17:00は休業定休日／日曜TEL／03-3204-1377,2007-09-10 23:48:22,2007-08-17 02:29:52
45,関東,両国店,東京都墨田区横網1-3-2,"35.695626,139.794623",営業時間／11:00〜23:00定休日／無休TEL／03-3635-7431,2007-09-10 23:48:22,2007-08-17 02:29:52
46,関東,湯島店,東京都文京区湯島3-42-4,"35.708323,139.770942",紀文堂ビル1F営業時間／11:00〜29:00定休日／無休TEL／03-3831-7631,2007-09-10 23:48:22,2007-08-17 02:29:52
47,関東,高円寺店,東京都杉並区高円寺南4-28-10,"35.70457,139.650443",高円寺リリエンハイム103営業時間／11:00〜23:00定休日／無休TEL／03-3318-1286,2007-09-10 23:48:22,2007-08-17 02:29:52
48,関東,恵比寿東口店,東京都渋谷区恵比寿1-22-2,"35.646255,139.713416",営業時間／平日11:00〜23:00土曜11:00〜17:00定休日／日曜・祝日TEL／03-5448-1775,2007-09-10 23:48:22,2007-08-17 02:29:52
50,関東,千葉C・one店,千葉県千葉市富士見2-24-1千葉ショッピングセンターＣ13,"35.609506,140.116815",営業時間／11:00〜26:00祝日／11:00〜23:00定休日／無休TEL／043-202-2223,2007-09-10 23:48:22,2007-08-17 02:29:52
51,関東,上野アメ横店,東京都台東区上野4-6-10すゞやビル地下1F,"35.708821,139.774658",営業時間／平日11:00〜24:00土曜・日曜・祝日11:00〜23:00定休日／無休TEL／03-5818-0599,2007-09-10 23:48:22,2007-08-17 02:29:52
52,関東,本郷三丁目店,東京都文京区本郷4丁目1-5,"35.708244,139.76067",営業時間／平日11:00〜23:00休前日・土曜11:00〜27:00定休日／日曜・祝日TEL／03-3814-0345,2007-09-10 23:48:22,2007-08-17 02:29:52
53,関東,渋谷宮益坂店,東京都渋谷区渋谷2丁目19-18,"35.659669,139.704273",営業時間／11:00〜23:00定休日／無休TEL／03-6657-8785,2007-09-10 23:48:22,2007-08-17 02:29:52
55,関東,代々木店,東京都渋谷区千駄ヶ谷4-27-1,"35.680702,139.704181",ビューティータワー1Ｆ営業時間／11:00〜23:30定休日／無休TEL／03-3746-3880,2007-09-10 23:48:22,2007-08-17 02:29:52
56,関東,立川曙町店,東京都立川市曙町2-15-18,"35.69869,139.41667",営業時間／平日・土曜11:00〜25:00日曜・祝日11:00〜20:00月曜日11:00〜14:00定休日／無休TEL／042-522-0075,2007-09-10 23:48:22,2007-08-17 02:29:52
57,関東,岩本町店,東京都千代田区岩本町2-15-8,"35.694755,139.777749",営業時間／平日11:00〜22:00土曜11:00〜14:30定休日／日曜・祝日TEL／03-3865-4150,2007-09-10 23:48:22,2007-08-17 02:29:52
59,関東,高田馬場店,東京都豊島区高田3-10-11,"35.7136,139.706369",NEWDKビル1F営業時間／11:00〜23:00定休日／日曜・祝日TEL／03-3205-0961,2007-09-10 23:48:22,2007-08-17 02:29:52
61,関東,JR蒲田駅西口店,東京都大田区西蒲田8-3-8,"35.560749,139.713679",営業時間／平日11:00〜23:30日曜・祝日／11:00〜22:00定休日／無休TEL／03-3737-3745,2007-09-10 23:48:22,2007-08-17 02:29:52
63,関東,市ヶ谷店,東京都千代田区九段北4-1-15,"35.692653,139.739026",MT市ヶ谷ビル1階営業時間／11:00〜23:00定休日／日曜・祝日TEL／03-3222-7787,2007-09-10 23:48:22,2007-08-17 02:29:52
64,関東,藤沢店,神奈川県藤沢市南藤沢23-1,"35.337986,139.486581",営業時間／11:00〜23:30定休日／無休TEL／0466-24-7393,2007-09-10 23:48:22,2007-08-17 02:29:52
65,関東,さいたま新都心店,埼玉県さいたま市中央区新都心10番地,"35.892836,139.631897",けやきひろば営業時間／11:00〜23:00定休日／無休TEL／048-600-0099,2007-09-10 23:48:22,2007-08-17 02:29:52
66,関東,浅草橋店,東京都台東区浅草橋1-28-6,"35.698194,139.785347",営業時間／11:00〜23:00定休日／日曜TEL／03-5941-7565,2007-09-10 23:48:22,2007-08-17 02:29:52
67,関東,池袋東口駅前店,東京都豊島区東池袋1-3-2,"35.73037,139.713508",営業時間／11:00〜23:00※15:30〜17:00は休業定休日／無休TEL／03-5949-3396,2007-09-10 23:48:22,2007-08-17 02:29:52
68,関東,水戸河和田店,茨城県水戸市河和田2-24-1,"36.377046,140.405934",営業時間／11:00〜26:00定休日／無休TEL／029-253-2699,2007-09-10 23:48:22,2007-08-17 02:29:52
71,関東,御茶ノ水店,東京都千代田区神田小川町3-20,"35.696688,139.761205",営業時間／11:00〜23:00定休日／無休TEL／03-3233-2101,2007-09-10 23:48:22,2007-08-17 02:29:52
72,関東,大塚店,東京都豊島区北大塚2-7-8,"35.733131,139.727228",営業時間／平日・休前日11:30〜24:00土曜11:30〜23:00日曜・祝日11:30〜22:00定休日／無休TEL／03-5961-3205,2007-09-10 23:48:22,2007-08-17 02:29:52
73,関東,北本店（直営店）,埼玉県北本市宮内1-72,"36.03893,139.538467",営業時間／11:00〜26:00定休日／無休TEL／048-593-0444,2007-09-10 23:48:22,2007-08-17 02:29:52
75,関東,用賀店,東京都世田谷区用賀4-13-1,"35.628002,139.635377",営業時間／11:00〜23:00定休日／第1・第3火曜TEL／03-3707-8422,2007-09-10 23:48:22,2007-08-17 02:29:52
102,関東,初台店,東京都渋谷区初台1-53-7,"35.680398,139.686376",営業時間／11:00〜23:00定休日／無休TEL／03-3370-2341,2007-09-14 00:01:13,2007-09-14 00:01:13
110,関東,西新橋1丁目店,東京都港区西新橋1丁目19-6,"35.6677,139.752699",桔梗備前ビル1F営業時間／平日11:00〜23:00土曜11:00〜14:00定休日／日曜・祝日TEL／03-3503-1817,2007-11-08 00:01:07,2007-11-08 00:01:07
115,関東,音羽店,東京都文京区音羽2-2-2,"35.718466,139.72819",アベニュー音羽105号営業時間／平日11:00〜25:00土曜・日祝日11:00〜23:00定休日／無休TEL／03-3944-2090（12/3より開通）,2007-11-21 00:01:11,2007-11-21 00:01:11
116,関東,水道橋店,東京都千代田区三崎町2-9-7,"35.701057,139.754641",いしづかビル1F営業時間／11:00〜24:00定休日／無休TEL／03-3263-9981,2007-11-21 00:01:11,2007-11-21 00:01:11
121,関東,錦糸町北口店,東京都墨田区錦糸2-5-10,"35.698245,139.813104",私学ビル1Ｆ営業時間／平日11:30〜24:00土曜・日祝日11:30〜23:00定休日／無休TEL／03-3625-3650（12/18より開通）,2007-12-18 00:01:16,2007-12-18 00:01:16
122,関東,ジャスコ品川シーサイド店,東京都品川区東品川4-12-5,"35.610912,139.749079",,2008-01-10 00:00:28,2008-01-10 00:00:28
123,関東,宇都宮不動前店,栃木県宇都宮市西原町187-1,"36.538814,139.882096",営業時間／11:00〜26:00定休日／無休TEL／028-632-0066,2008-01-26 00:00:27,2008-01-26 00:00:27
124,関東,土浦神立店,茨城県土浦市神立町3440-3,"36.110299,140.218247",営業時間／11:00〜23:00定休日／無休TEL／029-834-7088,2008-01-26 00:00:27,2008-01-26 00:00:27
125,関東,板橋区役所前店,東京都板橋区板橋2-61-10,"35.75107,139.709793",営業時間／平日11:00〜25:00土曜・日祝日11:00〜23:00定休日／無休TEL／03-5375-7160（1月末頃開通予定）,2008-02-01 00:00:33,2008-02-01 00:00:33
129,関東,吉祥寺北口店,東京都武蔵野市吉祥寺本町1丁目18番3号,"35.704398,139.581142",サニーシティービルB1F営業時間／11:00〜23:00定休日／無休TEL／0442-29-7136,2008-02-07 00:00:31,2008-02-07 00:00:31
130,関東,西新橋三丁目店,東京都港区西新橋3-25-3,"35.663501,139.75006",白樺ビル1F営業時間／平日11:00〜23:00土曜11:00〜15:00定休日／日曜・祝日TEL／03-5473-7310（3/19より開通）,2008-02-29 00:00:41,2008-02-29 00:00:41
131,関東,光が丘IMA店,東京都練馬区光が丘5-1-1,"35.758931,139.628772",光が丘IMA303号営業時間／11:00〜23:00定休日／無休TEL／03-5997-2477,2008-02-29 00:00:43,2008-02-29 00:00:43
132,関東,横浜イセザキモール店,神奈川県横浜市中区伊勢佐木町2-91,"35.44303,139.631109",第2イセビル1F営業時間／11:00〜27:00定休日／無休,2008-02-29 00:00:44,2008-02-29 00:00:44
137,関東,学芸大学駅前店,東京都目黒区鷹番3-3-19,"35.628739,139.685695",小川ビル1階営業時間／平日11:00〜25:00土曜11:00〜15:00定休日／無休TEL／03-3713-3290,2008-03-31 12:19:51,2008-03-31 12:19:51
138,関東,東中野駅西口店,東京都中野区東中野3-1-19,"35.706727,139.682612",営業時間／平日・土曜11:30〜26:00日曜・祝日11:30〜24:00定休日／無休TEL／03-6273-8967,2008-03-31 12:19:52,2008-03-31 12:19:52
139,関東,池袋駅南店,東京都豊島区南池袋1-17-13,"35.727015,139.711415",ゴールデンプラザ池袋地下1階営業時間／平日・日曜・祝日11:00〜23:00土曜11:00〜29:00定休日／無休TEL／03-3590-6650,2008-03-31 12:19:53,2008-03-31 12:19:53
140,関東,入間店,埼玉県入間市野田1429-3,"35.845927,139.352024",営業時間／11:00〜23:00定休日／無休TEL／04-2932-8505,2008-03-31 12:19:54,2008-03-31 12:19:54
141,関東,海浜幕張店,千葉県千葉市美浜区ひび野1-9,"35.649883,140.045291",スーク海浜幕張1階営業時間／11:00〜23:00定休日／無休TEL／043-350-3141,2008-03-31 12:19:54,2008-03-31 12:19:54
142,関東,白楽店,神奈川県横浜市神奈川区六角橋1-4-4-1F,"35.48608,139.617107",営業時間／11:00〜26:00定休日／無休TEL／045-401-5799,2008-05-01 00:00:50,2008-05-01 00:00:50
143,関東,春日部武里店,埼玉県春日部市増田新田字西106-1,"35.945299,139.751354",営業時間／11:00〜26:00定休日／無休TEL／048-796-3514（5/1より開通）,2008-05-01 00:00:51,2008-05-01 00:00:51
144,関東,小山店,栃木県小山市西城南4-20-6,"36.292466,139.806528",営業時間／11:00〜25:00定休日／無休TEL／0285-27-2110,2008-05-02 00:00:40,2008-05-02 00:00:40
153,関東,日本橋三越前店,東京都中央区日本橋室町1-6-13,"35.68511,139.774878",井上第2ビル1階営業時間／11:00〜23:00定休日／日曜・祝日TEL／03-3274-6833（6/6より開通予定）,2008-05-21 00:44:08,2008-05-21 00:44:08
156,関東,行徳店,千葉県市川市行徳駅前2-16-4,"35.682389,139.913357",行徳センタービル1F営業時間／11:00〜26:00定休日／無休,2008-06-19 12:00:50,2008-06-19 12:00:50
77,甲信越・北陸,福井駅前店,福井県福井市中央1丁目4-29,"36.062245,136.220654",営業時間／11:30〜23:00定休日／無休TEL／0776-28-1919,2007-09-10 23:48:42,2007-08-17 02:29:58
78,甲信越・北陸,富山駅前店,富山県富山市桜町1丁目7番25号,"36.698726,137.213418",営業時間／平日11:00〜23:00土曜17:30〜25:00祝日17:30〜25:00定休日／日曜TEL／076-444-2353,2007-09-10 23:48:42,2007-08-17 02:29:58
158,甲信越・北陸,長野東和田店,長野県長野市東和田901-1,"36.650692,138.222701",営業時間／11:00〜24:00定休日／無休TEL／026-213-6507,2008-07-01 12:01:16,2008-07-01 12:01:16
81,東海・近畿,肥後橋店,大阪府大阪市西区江戸堀1-15-13,"34.690897,135.495203",玉水製麺ビル1F営業時間／平日11:00〜23:00※15:00〜17:00は休業土曜11:00〜14:00定休日／日曜・祝日TEL／06-6447-6899,2007-09-10 23:49:02,2007-08-17 02:30:11
82,東海・近畿,谷町二丁目店,大阪府大阪市中央区谷町2-8-7,"34.68665,135.516939",,2007-09-10 23:49:02,2007-08-17 02:30:11
83,東海・近畿,谷町4丁目店,大阪府大阪市中央区谷町3-2-12,"34.68265,135.517577",営業時間／11:00〜23:00定休日／日曜・祝日TEL／06-6946-0818（8/17より開通）,2007-09-10 23:49:02,2007-08-17 02:30:11
84,東海・近畿,六甲アイランド店,兵庫県神戸市東灘区向洋町中2-9-1RINK8F,"34.68836,135.270858",営業時間／11:00〜22:00※15:00〜17:00は休業定休日／無休TEL／078-811-8912,2007-09-10 23:49:02,2007-08-17 02:30:11
86,東海・近畿,難波中店,大阪府大阪市浪速区難波中2丁目8-86,"34.661593,135.500614",営業時間／平日11:00〜23:00土曜・日曜・祝日／11:00〜15:00定休日／無休TEL／06-6649-1135,2007-09-10 23:49:02,2007-08-17 02:30:11
87,東海・近畿,北久宝寺店,大阪府大阪市中央区北久宝寺町2-6-12,"34.679895,135.504351",営業時間／平日11:00〜23:00土曜11:00〜15:00定休日／日曜・祝日TEL／06-6245-6061,2007-09-10 23:49:02,2007-08-17 02:30:11
88,東海・近畿,天満橋駅前店,大阪府大阪市中央区天満橋京町1-21,"34.690079,135.515626",営業時間／11:00〜23:00定休日／無休TEL／06-6944-0999,2007-09-10 23:49:02,2007-08-17 02:30:11
89,東海・近畿,平野町店,大阪府大阪市中央区平野町4-6-9,"34.687598,135.498514",営業時間／平日11:00〜23:00土曜11:00〜15:00定休日／日曜・祝日TEL／06-6208-1877,2007-09-10 23:49:02,2007-08-17 02:30:11
90,東海・近畿,名駅泥江店,愛知県名古屋市中村区名駅4丁目17-18,"35.171485,136.889096",茗荷ビル営業時間／11:00〜24:00※15:00〜17:00は休業定休日／日曜TEL／052-589-0058,2007-09-10 23:49:02,2007-08-17 02:30:11
91,東海・近畿,西本町店,大阪府大阪市西区西本町１-9-16,"34.682981,135.495318",営業時間／平日11:00〜23:00土曜11:00〜14:00定休日／日曜・祝日TEL／06-6533-2551,2007-09-10 23:49:02,2007-08-17 02:30:11
92,東海・近畿,生田新道店,兵庫県神戸市中央区下山手通4-7-13,"34.69213,135.18674",営業時間／11:00〜24:00定休日／無休TEL／078-322-0099,2007-09-10 23:49:02,2007-08-17 02:30:11
93,東海・近畿,桜通泉店,愛知県名古屋市東区泉1丁目22-29,"35.174281,136.910616",営業時間／平日11:00〜23:00土曜11:00〜14:00※15:30〜16:30は休業定休日／日曜・祝日TEL／052-959-5737,2007-09-10 23:49:02,2007-08-17 02:30:11
94,東海・近畿,北浜店,大阪府大阪市中央区高麗橋2-3-2,"34.689499,135.504743",営業時間／11:30〜23:30定休日／無休TEL／06-6231-3304,2007-09-10 23:49:02,2007-08-17 02:30:11
95,東海・近畿,本町店,大阪府大阪市中央区安土町2-5-1,"34.684703,135.504407",角丸ビル1F営業時間／平日11:00〜23:00土曜・祝日11:00〜15:00定休日／日曜TEL／06-6271-0190,2007-09-10 23:49:02,2007-08-17 02:30:11
103,東海・近畿,上本町店,大阪府大阪市中央区上本町西5丁目3番地6,"34.666705,135.518882",ワンダー5ビル1F営業時間／平日・土曜11:30〜24:00日曜・祝日11:30〜23:00定休日／無休TEL／06-6763-3009,2007-09-14 00:01:33,2007-09-14 00:01:33
104,東海・近畿,南船場二丁目店,大阪府大阪市中央区南船場2丁目11番25号,"34.676596,135.503682",アフラックス心斎橋ビルC棟営業時間／平日11:00〜23:00土曜11:00〜14:00定休日／日曜・祝日TEL／06-6252-3280（9/20より開通）,2007-09-14 00:01:33,2007-09-14 00:01:33
108,東海・近畿,JR寺田町店,大阪府大阪市生野区生野西2-1-35,"34.648505,135.524347",営業時間／11:00〜2:00定休日／無休TEL／06-6717-7810,2007-10-13 00:01:47,2007-10-13 00:01:47
109,東海・近畿,栄四丁目店,愛知県名古屋市中区栄4丁目15-12,"35.1668,136.909925",セントラルハイツ栄1F営業時間／11:00〜23:00定休日／日曜・祝日TEL／052-249-9797,2007-11-01 00:01:44,2007-11-01 00:01:44
111,東海・近畿,十三店,大阪府大阪府大阪市淀川区十三本町2-1-3,"34.71999,135.480915",営業時間／11:00〜26:00定休日／無休TEL／06-6305-0410（11/21より開通）,2007-11-08 00:01:35,2007-11-08 00:01:35
112,東海・近畿,三宮店,兵庫県神戸市中央区琴ノ緒町4-1-281,"34.696023,135.196343",営業時間／11:00〜24:00定休日／無休TEL／078-251-7188（開通日未定）,2007-11-08 00:01:35,2007-11-08 00:01:35
113,東海・近畿,扇町店,大阪府大阪市北区天神橋4-7-2,"34.703006,135.511236",営業時間／11:00〜23:00定休日／無休TEL／06-6881-6781（11/24より開通）,2007-11-20 00:01:37,2007-11-20 00:01:37
117,東海・近畿,丸の内店,愛知県名古屋市中区丸の内2-11-14,"35.175388,136.900057",営業時間／11:00〜22:30定休日／日曜・祝日TEL／052-222-8383,2007-11-21 00:01:42,2007-11-21 00:01:42
118,東海・近畿,西天満店,大阪府大阪市北区西天満5丁目16-15,"34.698251,135.506784",エフワンビル1F営業時間／平日11:00〜23:00土曜11:00〜15:00定休日／日曜・祝日TEL／06-6367-0033（11/21より開通）,2007-11-21 00:01:42,2007-11-21 00:01:42
119,東海・近畿,新大阪店,大阪府大阪市淀川区西中島5-7-25,"34.729166,135.500721",営業時間／平日11:00〜23:00土曜11:00〜14:00定休日／日曜・祝日TEL／06-6886-3130（12/9より開通）,2007-11-29 00:01:45,2007-11-29 00:01:45
126,東海・近畿,静岡昭和町店,静岡県静岡市葵区昭和町6-2,"34.971596,138.383196",アイワンビル1A営業時間／11:00〜24:00定休日／日曜TEL／054-255-9100（2/9より開通）,2008-02-01 00:00:40,2008-02-01 00:00:40
127,東海・近畿,姫路駅前店,兵庫県姫路市駅前町294番地,"34.828724,134.692378",TEL／079-288-8834（2月中旬開通予定）,2008-02-01 00:00:40,2008-02-01 00:00:40
133,東海・近畿,桃谷駅前店,大阪府大阪市生野区勝山北1-1-2,"34.657514,135.527858",営業時間／11:00〜24:00定休日／無休TEL／06-6715-2079,2008-02-29 00:00:57,2008-02-29 00:00:57
134,東海・近畿,高麗橋店,大阪府大阪市中央区東高麗橋3-4,"34.688201,135.510891",ソーレ・ブリアンテ1F営業時間／11:00〜23:00定休日／無休TEL／06-7494-1739,2008-02-29 00:00:58,2008-02-29 00:00:58
135,東海・近畿,伊川谷店,兵庫県神戸市西区伊川谷町潤和698-4,"34.66783,135.004403",営業時間／11:00〜26:00定休日／無休TEL／078-975-2038,2008-02-29 00:00:58,2008-02-29 00:00:58
154,東海・近畿,沼津駅南店,静岡県沼津市大手町5丁目3番22,"35.100851,138.858708",沼津三交インビル2階営業時間／11:00〜24:00定休日／日曜TEL／055-951-6636（5/20より開通）,2008-05-21 00:44:21,2008-05-21 00:44:21
155,東海・近畿,福島店,大阪府大阪市福島区福島7-22-17,"34.700923,135.486886",BRAVI福島1F営業時間／平日7:00〜25:00※10:00〜11:00は休業土曜・日曜・祝日11:00〜23:00定休日／無休TEL／06-6453-6455,2008-06-11 12:00:50,2008-06-11 12:00:50
98,九州・沖縄,泉崎一丁目店,沖縄県那覇市泉崎1丁目8番21号,"26.211837,127.678196",サンハイツ喜納103号室営業時間／平日・祝日11:30〜25:00土曜11:30〜26:00定休日／日曜日TEL／098-863-0914,2007-09-10 23:49:57,2007-08-17 02:30:20
